track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_popular
Travesura,GC Classics,0.732,0.593,-9.784,0,5,0.0747,0.174,0.889,0.0515,0.962,88.001,188186,False
Indio Style,GC Classics,0.714,0.61,-7.709,1,2,0.151,0.0378,0.22,0.101,0.924,160.006,183040,False
Dear Lord,GC Classics,0.641,0.26,-13.865,0,11,0.0528,0.0058,0.888,0.0913,0.154,94.002,157048,False
Freak,GC Classics,0.383,0.204,-13.544,0,5,0.113,0.0418,0.366,0.325,0.523,85.032,237217,False
Ez Ryder,GC Classics,0.607,0.393,-17.283,0,7,0.204,0.00584,0.777,0.116,0.837,199.416,194429,False
Intro,Brymir,0.491,0.779,-11.997,0,10,0.0352,0.00406,0.841,0.552,0.752,108.511,106853,False
For Those Who Died,Brymir,0.459,0.987,-4.887,1,6,0.199,0.000108,0.409,0.175,0.0539,108.484,220480,False
Risen,Brymir,0.532,0.99,-5.904,1,4,0.119,0.000841,0.0676,0.0649,0.0384,102.525,233773,False
The Black Hammer,Brymir,0.479,0.98,-5.74,0,1,0.122,0.00084,0.513,0.0597,0.0772,116.253,209440,False
Nephilim,Brymir,0.464,0.976,-4.999,1,6,0.125,4.37e-05,0.0914,0.268,0.224,103.482,158333,False
Prelude,Brymir,0.306,0.147,-20.125,1,11,0.0386,0.907,0.984,0.14,0.16,117.147,79320,False
Slayer of Gods,Brymir,0.436,0.954,-6.112,1,8,0.123,0.0017,0.701,0.106,0.0395,103.958,519227,False
Thus I Became Kronos,Brymir,0.283,0.942,-7.226,1,4,0.0855,0.00278,0.54,0.0978,0.0392,102.01,342600,False
Stormsoul,Brymir,0.47,0.96,-5.159,1,4,0.136,0.00013,0.457,0.101,0.155,103.498,275653,False
The Rain,Brymir,0.467,0.988,-5.494,1,8,0.17,0.000204,0.209,0.0363,0.0362,125.534,189573,False
Pantheon of Forsaken Gods,Brymir,0.507,0.99,-6.072,0,1,0.0895,0.00172,0.376,0.109,0.0487,100.433,215747,False
Parar,Noob_Memeus,0.783,0.862,-5.899,1,11,0.145,0.0603,0.674,0.313,0.467,101.028,173466,False
Painted Ladies,Ian Thomas,0.518,0.364,-12.057,0,4,0.03,0.561,0.0,0.244,0.128,120.024,253474,False
To Comfort You,Ian Thomas,0.267,0.237,-15.781,0,0,0.0296,0.594,0.00012,0.125,0.283,76.062,336752,False
What A Day To Fall In Love,Ian Thomas,0.516,0.38,-13.09,1,9,0.0386,0.157,7.9e-06,0.0836,0.291,139.781,282525,False
So Cold In The City,Ian Thomas,0.334,0.0898,-18.412,1,0,0.038,0.924,0.000102,0.0974,0.147,120.021,279079,False
The Runner,Ian Thomas,0.551,0.362,-11.634,0,4,0.0348,0.362,6.49e-05,0.0975,0.226,126.098,282472,False
Little Dreams,Ian Thomas,0.434,0.224,-14.766,1,2,0.0276,0.808,0.00146,0.113,0.278,90.027,250084,False
Hold On,Ian Thomas,0.547,0.541,-8.805,0,7,0.0314,0.405,1.67e-06,0.11,0.241,124.854,294874,False
Right Before Your Eyes,Ian Thomas,0.257,0.202,-13.321,1,7,0.0331,0.721,3.64e-06,0.128,0.127,135.898,311407,False
Twenty Five Thousand Days,Ian Thomas,0.556,0.257,-14.993,0,4,0.0304,0.629,0.0,0.23,0.279,121.837,286863,False
Pilot,Ian Thomas,0.578,0.543,-10.231,1,5,0.0356,0.363,7.43e-05,0.207,0.414,121.979,303626,False
Where She Sleeps,Ian Thomas,0.221,0.0888,-19.663,0,4,0.0377,0.829,0.000235,0.103,0.141,145.505,242591,False
Long Long Way,Ian Thomas,0.501,0.293,-10.405,1,9,0.0252,0.673,0.0,0.29,0.526,78.05,277954,False
Arándanos,Noob_Memeus,0.78,0.957,-4.198,1,11,0.0908,0.0999,0.898,0.0768,0.762,109.98,170443,False
Go,380,0.521,0.626,-12.441,0,5,0.372,0.446,1.32e-06,0.221,0.732,159.68,121752,False
DMV FLOW,Young Cassanova,0.661,0.466,-11.845,1,11,0.365,0.102,0.0,0.112,0.22,138.995,111099,False
Suskind,Mourning Sects,0.163,0.134,-27.722,1,9,0.0442,0.696,0.935,0.392,0.0329,74.689,77833,False
Facile and Cloying,Mourning Sects,0.155,0.182,-26.752,1,2,0.0454,0.696,0.918,0.713,0.034,87.25,107555,False
Cooper Village,Mourning Sects,0.217,0.0938,-28.979,1,4,0.0402,0.55,0.967,0.159,0.0309,93.963,123902,False
Schoolboy Drama,Mourning Sects,0.184,0.0962,-32.213,1,11,0.0424,0.383,0.839,0.333,0.0355,85.456,73004,False
Nothing but Women,Mourning Sects,0.107,0.1,-29.232,1,4,0.0445,0.855,0.946,0.46,0.031,92.157,136533,False
Aladdin,Mourning Sects,0.234,0.0798,-29.393,1,11,0.0456,0.743,0.988,0.394,0.0323,68.36,98824,False
Adult Owen,Mourning Sects,0.194,0.171,-25.19,1,11,0.0428,0.682,0.904,0.513,0.0344,86.924,98081,False
Smothering Demands,Mourning Sects,0.173,0.143,-30.55,0,1,0.0617,0.691,0.905,0.4,0.0536,117.619,53313,False
Wild Boars,Mourning Sects,0.153,0.147,-31.09,1,4,0.0379,0.778,0.887,0.111,0.0371,69.033,51641,False
The Fragile Couple,Mourning Sects,0.211,0.139,-30.589,1,11,0.052,0.766,0.907,0.12,0.221,80.272,52942,False
Tight Bonds,Mourning Sects,0.148,0.124,-27.137,1,4,0.0466,0.776,0.888,0.126,0.0387,137.12,73932,False
Wildly Gyrating,Mourning Sects,0.221,0.267,-29.833,1,3,0.0604,0.734,0.942,0.112,0.0396,87.637,46068,False
Glory Holes,Mourning Sects,0.165,0.184,-26.805,0,6,0.044,0.492,0.939,0.58,0.0345,84.216,85821,False
Naito Parkway,Mourning Sects,0.201,0.0861,-29.746,1,9,0.0388,0.866,0.945,0.345,0.0348,70.726,90651,False
His Girlfriends Girlfriend,Mourning Sects,0.171,0.0688,-31.678,1,9,0.0491,0.701,0.962,0.496,0.0701,122.837,63901,False
New Jerzy,Mourning Sects,0.119,0.0723,-33.941,1,4,0.0425,0.451,0.926,0.271,0.0389,74.93,81177,False
Zulawski,Mourning Sects,0.134,0.0788,-29.971,0,11,0.0353,0.744,0.982,0.0942,0.0371,90.836,59257,False
The Urbane,Mourning Sects,0.206,0.0565,-35.515,1,9,0.0374,0.699,0.946,0.107,0.0678,49.697,76719,False
Look Around,GOE,0.912,0.457,-5.725,1,7,0.279,0.00506,0.0,0.224,0.202,137.106,82390,False
Cyborg,Solomon Bellamy,0.82,0.449,-8.118,1,2,0.342,0.334,0.91,0.104,0.817,200.088,187369,False
Bungee,Solomon Bellamy,0.791,0.668,-8.21,1,9,0.108,0.0144,0.827,0.103,0.342,140.002,277259,False
Free,Solomon Bellamy,0.46,0.412,-10.194,1,2,0.0501,0.0492,0.899,0.119,0.635,180.022,208535,False
Dead End,Solomon Bellamy,0.828,0.621,-8.1,0,1,0.0425,0.0652,0.164,0.115,0.276,130.041,178058,False
Pots N Pans,Solomon Bellamy,0.738,0.854,-4.742,0,1,0.0532,0.000131,0.849,0.111,0.0531,100.058,91719,False
Don't Go,Solomon Bellamy,0.56,0.747,-8.383,1,5,0.0475,0.0187,0.839,0.121,0.39,140.159,155295,False
Rest,Solomon Bellamy,0.565,0.877,-7.602,1,0,0.121,0.00158,0.683,0.207,0.36,139.966,287277,False
Lonely,Bam StaxkAlot,0.715,0.753,-4.201,0,0,0.103,0.64,0.0,0.212,0.854,94.044,124416,False
Trap In The Trenches,Bam StaxkAlot,0.73,0.573,-8.81,0,4,0.194,0.0798,0.0,0.0977,0.461,114.056,174524,False
Disrespect,Bam StaxkAlot,0.552,0.442,-9.712,1,1,0.352,0.0139,4.47e-06,0.164,0.37,78.511,166896,False
Playin In The Booth,Bam StaxkAlot,0.658,0.583,-11.461,0,3,0.311,0.161,0.0,0.0733,0.626,119.855,127272,False
Opposition,Bam StaxkAlot,0.4,0.639,-5.968,0,1,0.0781,0.108,0.0,0.0543,0.353,92.083,185234,False
Get Wit Me,Bam StaxkAlot,0.719,0.533,-9.954,0,11,0.287,0.0758,1.17e-05,0.115,0.46,113.908,164284,False
Tryna Spin,Bam StaxkAlot,0.779,0.684,-6.679,1,8,0.27,0.109,0.0,0.0863,0.563,122.144,199602,False
White Boy,Bam StaxkAlot,0.71,0.621,-10.034,1,7,0.152,0.0209,0.0,0.304,0.753,81.479,156500,False
Letter To 9,Bam StaxkAlot,0.483,0.557,-8.209,1,2,0.339,0.184,0.0,0.137,0.223,83.225,201240,False
MegaMix Intro,Various Artists,0.749,0.849,-3.95,1,1,0.0473,0.000248,0.182,0.108,0.631,130.023,228413,False
Angel On My Shoulder - Extended Edit,Kaskade,0.702,0.878,-6.744,0,7,0.0492,0.0125,0.093,0.0867,0.0662,130.051,140293,False
Down Down Down,No-Tone,0.686,0.948,-6.446,1,10,0.07,0.00256,0.252,0.259,0.726,130.031,149480,False
Runaway - DJ Sign & Robert Heart Remix,Tom Novy,0.718,0.861,-8.746,0,3,0.0507,0.00299,0.0643,0.159,0.487,129.952,192027,False
Pjanoo,Eric Prydz,0.623,0.869,-7.579,0,3,0.048,0.00136,0.926,0.336,0.509,130.011,208627,False
Everything,Ron Reeser,0.728,0.724,-8.287,0,3,0.0608,0.00449,0.0,0.297,0.724,130.035,236320,False
Love Is Gone - Fred Rister & Joachim Garraud Remix,David Guetta,0.83,0.65,-6.465,1,0,0.0791,0.00464,0.0158,0.688,0.291,130.004,199400,False
The Storm - Inpetto Remix,Jerry Ropero,0.773,0.619,-9.294,1,1,0.0643,0.0195,0.813,0.109,0.277,130.0,199387,False
Another Place - Maximal D Essed Mix,Mischa Daniels,0.655,0.862,-6.963,1,2,0.0487,0.0212,0.112,0.332,0.286,130.003,177200,False
Addicted - Club Mix,Serge Devant,0.7,0.869,-8.997,0,7,0.0553,0.0132,0.367,0.343,0.77,130.006,162467,False
What A Wonderful World - Club Mix,Axwell,0.635,0.909,-6.745,0,2,0.0904,0.00437,0.0631,0.109,0.558,130.015,121827,False
Imagination - Kaskade Club Remix,JES,0.696,0.887,-6.815,1,9,0.0386,0.00154,0.347,0.0757,0.612,130.006,132920,False
Can You Understand English? - Extended Mix,David Waxman,0.726,0.915,-7.759,1,1,0.0916,0.00399,0.851,0.0858,0.381,130.036,102627,False
Underneath - DJ Antoine vs. Yoko Remix,DJ Antoine,0.736,0.82,-6.602,1,11,0.206,0.00374,0.0207,0.402,0.349,132.021,211120,False
Stay - Extended Mix,JJ Flores,0.909,0.539,-6.955,1,1,0.0439,9.14e-05,0.00192,0.122,0.881,132.066,130893,False
The One - Joachim Garraud & David Guetta Remix,Sharam,0.588,0.689,-7.126,1,8,0.0838,0.00056,0.47,0.3,0.344,132.54,157493,False
I Am Not Drunk - The Bloody Beetroots Remix,Benny Benassi,0.788,0.78,-7.031,1,8,0.744,0.0109,3.62e-06,0.651,0.402,134.327,173307,False
In and Out of Love - Richard Durand Remix,Armin van Buuren,0.631,0.716,-9.272,1,1,0.0652,0.0074,0.272,0.192,0.126,138.025,242573,False
Radio Crash - Original Extended,Ferry Corsten,0.451,0.912,-9.43,0,10,0.0591,0.0214,0.675,0.256,0.528,138.933,155013,False
All I Ever Wanted - DJ Alex Extended,Basshunter,0.597,0.972,-8.835,0,1,0.0976,0.0659,0.00136,0.789,0.395,144.958,225000,False
Geekd Up,FreeMind619,0.543,0.679,-7.0,1,5,0.0433,0.0369,0.0466,0.168,0.0356,120.138,105038,False
Geekd Up - Instrumental,FreeMind619,0.6,0.584,-8.993,1,9,0.0524,0.423,0.883,0.156,0.0594,120.018,105038,False
Marinero (Marinaio),Massiel,0.799,0.703,-8.108,1,2,0.156,0.287,0.000104,0.268,0.967,121.027,234853,False
Corazón de hierro,Massiel,0.78,0.716,-8.488,1,10,0.071,0.649,1.15e-06,0.0581,0.822,110.651,213613,False
Basta de peleas,Massiel,0.703,0.651,-7.632,1,0,0.0293,0.581,0.0,0.173,0.628,108.851,225867,False
Más fuerte,Massiel,0.64,0.914,-5.749,0,11,0.0769,0.479,0.0,0.54,0.708,140.69,206760,False
Quiero amarte hasta el fondo de mi corazón,Massiel,0.282,0.517,-7.583,1,9,0.0526,0.638,0.0,0.374,0.337,182.689,147213,False
Siento fuego,Massiel,0.701,0.864,-8.145,1,0,0.0479,0.623,5.93e-05,0.553,0.912,151.473,186347,False
No voy a morir por ti,Massiel,0.511,0.536,-8.998,1,0,0.0365,0.691,0.0,0.135,0.517,137.397,196627,False
Autorretrato,Massiel,0.731,0.759,-6.737,1,1,0.0331,0.595,0.0,0.236,0.879,99.643,153173,False
Era otro tiempo,Massiel,0.481,0.526,-10.329,1,3,0.0393,0.779,0.000243,0.158,0.384,113.302,265387,False
Mala hierba (Super Lover),Massiel,0.668,0.836,-8.92,1,10,0.0348,0.0294,1.47e-05,0.103,0.713,132.649,238213,False
Te fuiste,Massiel,0.346,0.586,-8.829,1,9,0.0378,0.612,0.0,0.108,0.354,151.441,249733,False
Acordeón,Massiel,0.575,0.795,-9.144,0,4,0.0437,0.012,4.9e-05,0.104,0.856,142.079,192680,False
Sola en libertad,Massiel,0.661,0.861,-8.61,1,4,0.0395,0.632,0.0,0.3,0.905,146.228,194533,False
Voy a empezar de nuevo,Massiel,0.452,0.572,-7.686,1,2,0.0278,0.593,0.0,0.15,0.253,109.444,303920,False
La noche,Massiel,0.286,0.376,-11.085,0,2,0.0326,0.845,0.0,0.126,0.176,102.534,186813,False
Check This,Baby Jamo,0.618,0.576,-10.989,1,2,0.274,0.00919,0.0,0.117,0.159,138.837,125928,False
No Getting Ova,Philly Heat,0.508,0.586,-9.214,1,8,0.404,0.0034,0.0,0.786,0.397,84.136,140975,False
Bucket Gang,ZayWild,0.691,0.584,-12.605,1,1,0.385,0.161,0.0,0.208,0.404,130.131,181969,False
Runaway,Tonic Echo,0.55,0.778,-6.38,1,9,0.0464,0.0618,0.0,0.13,0.612,124.99,192000,False
Changes (Remastered in 2015),Gamma Ray,0.527,0.93,-4.033,1,2,0.0401,0.000312,0.0988,0.11,0.422,102.906,343147,False
Rich and Famous (Remastered in 2015),Gamma Ray,0.462,0.991,-3.589,0,6,0.0736,0.00252,0.00388,0.332,0.232,93.385,276427,False
As Times Goes By (Remastered in 2015),Gamma Ray,0.402,0.994,-3.526,0,11,0.114,8.97e-05,0.216,0.176,0.317,144.899,281920,False
(We Won't) Stop the War (Remastered in 2015),Gamma Ray,0.513,0.962,-4.265,0,11,0.0849,0.000633,0.00226,0.175,0.434,106.987,225467,False
Father and Son (Remastered in 2015),Gamma Ray,0.479,0.844,-6.61,1,7,0.0532,0.0519,2.24e-05,0.229,0.337,160.155,264733,False
One with the World (Remastered in 2015),Gamma Ray,0.527,0.972,-4.405,0,11,0.0778,0.00331,0.00119,0.275,0.507,95.91,287040,False
Start Running (Remastered in 2015),Gamma Ray,0.432,0.979,-2.865,0,9,0.191,0.00553,0.0141,0.121,0.26,125.192,236800,False
Countdown (Remastered in 2015),Gamma Ray,0.549,0.857,-4.46,0,11,0.0408,2.75e-05,0.209,0.0716,0.529,133.004,258533,False
Dream Healer (Remastered in 2015),Gamma Ray,0.434,0.979,-5.633,1,2,0.152,0.00592,0.00267,0.402,0.228,150.516,378573,False
The Spirit (Remastered in 2015),Gamma Ray,0.513,0.962,-3.89,1,9,0.043,0.000111,0.000126,0.102,0.418,140.036,260813,False
Sail On (Remastered in 2015) [Live],Gamma Ray,0.288,0.972,-4.715,1,2,0.234,0.0116,0.000322,0.806,0.181,138.124,327347,False
Changes (Remastered in 2015) [Live],Gamma Ray,0.197,0.978,-4.701,1,0,0.0917,0.000665,0.166,0.631,0.191,117.083,314587,False
One with the World (Live at Wacken 2001),Gamma Ray,0.428,0.967,-4.473,0,10,0.165,0.000127,0.00387,0.948,0.228,96.877,297973,False
Dream Healer (Live in Montreal 2006),Gamma Ray,0.28,0.883,-6.789,1,1,0.123,0.00245,0.000654,0.104,0.434,154.837,488440,False
Changes (Blast from the Past Version - Remastered in 2015),Gamma Ray,0.435,0.964,-4.234,1,11,0.0655,0.00513,1.48e-05,0.249,0.31,102.327,328453,False
Rich and Famous (Blast from the Past Version - Remastered in 2015),Gamma Ray,0.456,0.972,-4.446,0,5,0.0787,6.69e-05,7.84e-05,0.278,0.318,94.487,294333,False
One with the World (Blast from the Past Version - Remastered in 2015) [Live],Gamma Ray,0.5,0.977,-4.919,0,10,0.124,0.000266,0.000104,0.0769,0.353,95.037,290093,False
Dream Healer (Blast from the Past Version - Remastered in 2015) [Live],Gamma Ray,0.441,0.854,-6.284,1,1,0.0749,0.000103,0.0174,0.111,0.4,148.575,455227,False
Heroes (Preproduction),Gamma Ray,0.515,0.945,-6.259,1,0,0.054,0.0397,8.89e-05,0.274,0.348,100.666,299227,False
Dream Healer (Preproduction),Gamma Ray,0.455,0.932,-6.383,1,2,0.154,0.0039,0.000705,0.212,0.12,145.964,577760,False
As Times Goes By (Preproduction - Kai on Vocals),Gamma Ray,0.343,0.99,-4.938,0,11,0.103,0.00618,0.0103,0.0935,0.176,148.511,298560,False
(We Won't) Stop the War (Preproduction - Kai on Vocals),Gamma Ray,0.449,0.943,-6.686,1,11,0.0917,0.0482,0.000791,0.27,0.271,107.289,220427,False
Dream Healer (Demo - Kai on Vocals),Gamma Ray,0.445,0.943,-7.553,1,2,0.17,0.0032,0.000962,0.0985,0.13,149.724,356920,False
Rich and Famous (Demo - Kai on Vocals),Gamma Ray,0.432,0.994,-6.141,0,6,0.0825,0.0201,0.703,0.476,0.203,94.571,309813,False
WHAT YOU TRYNA DO?,Prince Hakimi,0.818,0.555,-6.816,1,2,0.287,0.731,6.95e-05,0.194,0.442,136.001,170131,False
Infinite Escape,Artamene,0.504,0.948,-6.328,1,3,0.104,0.00606,0.000834,0.295,0.109,146.056,327119,False
Fear of Darkness,Artamene,0.383,0.856,-5.561,0,2,0.0493,0.0459,0.149,0.292,0.0795,160.016,250500,False
Heavy Motion,Artamene,0.323,0.967,-5.154,1,2,0.127,0.0253,0.0,0.503,0.192,140.083,234920,False
Mayhem,Artamene,0.314,0.945,-5.185,0,0,0.138,0.0112,0.000283,0.187,0.156,144.965,230727,False
Shining Black,Artamene,0.253,0.894,-5.21,0,7,0.0539,0.00121,0.873,0.721,0.205,139.8,324000,False
Inshushinak,Artamene,0.264,0.978,-5.787,1,2,0.262,0.0304,0.00265,0.203,0.0764,179.926,361210,False
Rain of Paradise,Artamene,0.464,0.519,-8.703,0,2,0.0293,0.9,0.919,0.19,0.187,100.914,175636,False
Petrichor,Artamene,0.462,0.64,-6.432,0,9,0.0299,0.166,0.127,0.194,0.0641,110.013,338727,False
Shake Your Groove Thing,Peaches & Herb,0.886,0.743,-6.51,1,9,0.0416,0.0737,0.0239,0.0811,0.953,132.712,331947,False
Don't Leave Me This Way - Single Version,Thelma Houston,0.503,0.784,-6.766,0,0,0.0807,0.156,0.0,0.0992,0.657,121.009,218347,False
Funkytown - Single Version,Lipps Inc.,0.908,0.613,-8.456,1,0,0.0554,0.00186,0.651,0.114,0.25,122.122,237507,False
I Will Survive - Edit,Gloria Gaynor,0.771,0.894,-4.654,1,0,0.0471,0.0128,0.0116,0.329,0.773,116.386,387240,False
Celebration,Kool & The Gang,0.865,0.759,-6.342,1,1,0.0612,0.155,0.0122,0.0482,0.891,120.788,297947,False
Upside Down,Diana Ross,0.906,0.879,-7.561,1,0,0.0741,0.124,0.0576,0.0237,0.905,108.217,244013,False
Dancing Machine - Single Version,The Jackson 5,0.777,0.874,-4.875,1,6,0.068,0.089,1.12e-05,0.215,0.859,109.126,156587,False
Y.M.C.A. - Single Version,Village People,0.737,0.923,-5.533,1,6,0.0834,0.0787,0.0,0.289,0.722,126.583,225093,False
Car Wash - Single Version,Rose Royce,0.716,0.7,-6.243,0,9,0.196,0.364,1.59e-06,0.0326,0.801,114.826,197253,False
Everlasting Love,Carl Carlton,0.527,0.861,-3.916,0,1,0.0417,0.594,0.0025,0.498,0.449,121.353,154093,False
Stomp!,The Brothers Johnson,0.834,0.891,-6.622,0,7,0.0418,0.144,0.0802,0.0537,0.901,119.648,383160,False
Last Dance,Donna Summer,0.596,0.849,-5.918,1,3,0.0533,0.222,0.0014,0.434,0.446,125.725,297280,False
Shake Your Groove Thing - Karaoke Version,Peaches & Herb,0.891,0.552,-9.455,1,9,0.0389,0.235,0.000765,0.0863,0.94,133.503,204893,False
Don't Leave Me This Way - Karaoke Version,Thelma Houston,0.446,0.701,-8.364,1,5,0.0689,0.602,1.19e-05,0.133,0.769,120.845,325533,False
I Will Survive - Karaoke Version,Starmania,0.622,0.793,-5.934,0,9,0.0386,0.0129,0.000413,0.379,0.639,117.08,194920,False
Dancing Machine - Karaoke Version,The Jackson 5,0.684,0.773,-9.068,1,6,0.0309,0.121,7.29e-06,0.274,0.879,109.899,157720,False
Crooked Amerika,Plap Fieldz,0.665,0.595,-11.0,1,2,0.368,0.15,0.0,0.41,0.707,151.993,197277,False
Out Da Mud,Plap Fieldz,0.665,0.609,-10.911,0,11,0.268,0.315,0.0,0.363,0.69,139.682,253283,False
Kissin On Dat Pussy,Plap Fieldz,0.762,0.476,-8.839,1,8,0.31,0.0506,0.0,0.0918,0.456,147.973,173427,False
Got Me Lit,Plap Fieldz,0.769,0.464,-11.799,0,1,0.484,0.0396,0.0,0.223,0.831,75.946,223138,False
Watch Over Me,Plap Fieldz,0.754,0.634,-8.246,1,10,0.146,0.462,0.0,0.0608,0.642,132.024,320026,False
Take Off,Plap Fieldz,0.585,0.571,-10.081,0,6,0.429,0.302,0.0,0.0944,0.427,121.358,176222,False
Living By The Code,Plap Fieldz,0.603,0.614,-9.486,0,5,0.243,0.015,0.0,0.42,0.564,151.522,173427,False
Push It,Plap Fieldz,0.637,0.454,-10.534,0,7,0.132,0.488,0.0,0.124,0.792,134.994,228441,False
Freestyle,Plap Fieldz,0.841,0.859,-5.834,0,9,0.197,0.0773,0.0,0.337,0.746,99.963,145921,False
Streets Made Me,Plap Fieldz,0.684,0.524,-8.143,1,0,0.299,0.105,0.0,0.124,0.561,160.035,209162,False
Bout Dat Life,Plap Fieldz,0.795,0.562,-11.424,1,4,0.227,0.0269,0.0,0.0629,0.505,128.897,269140,False
Regulators,Plap Fieldz,0.707,0.642,-10.31,0,4,0.461,0.592,0.0,0.115,0.843,95.184,136464,False
Safe Sex,Plap Fieldz,0.574,0.711,-6.775,1,8,0.4,0.294,0.0,0.153,0.668,143.138,245264,False
I Was Taught,Plap Fieldz,0.672,0.491,-11.613,0,6,0.346,0.288,0.0,0.255,0.419,81.033,223138,False
Another Ghetto Story,Plap Fieldz,0.804,0.594,-11.291,0,10,0.307,0.0346,0.0,0.0998,0.923,96.16,195500,False
Rebirth,Plap Fieldz,0.648,0.624,-9.265,1,8,0.37,0.26,0.0,0.118,0.658,175.114,188865,False
Intro,$lumdogchedda,0.753,0.107,-15.074,0,7,0.151,0.47,0.0,0.743,0.629,38.608,48666,False
Bluntly Speaking,$lumdogchedda,0.863,0.53,-7.564,1,2,0.443,0.508,0.0,0.0832,0.434,139.887,207647,False
Hump Appeal,$lumdogchedda,0.822,0.474,-11.899,0,4,0.331,0.00857,0.0,0.105,0.609,143.979,253414,False
Frisco Connect,$lumdogchedda,0.808,0.5,-17.566,0,9,0.358,0.239,0.011,0.177,0.309,110.018,287216,False
Smoke Sum'n,$lumdogchedda,0.732,0.576,-7.843,1,1,0.334,0.0664,0.0,0.0987,0.675,75.065,211827,False
Green House,$lumdogchedda,0.567,0.643,-6.729,1,0,0.315,0.0787,0.0,0.151,0.326,119.968,275749,False
Cheers,$lumdogchedda,0.892,0.566,-13.173,0,11,0.452,0.159,7.17e-06,0.0587,0.151,131.945,205505,False
Fuckin' Hoes,$lumdogchedda,0.835,0.594,-10.224,1,5,0.283,0.226,0.0,0.111,0.744,97.53,236460,False
What Dat Money Do,$lumdogchedda,0.763,0.467,-11.633,1,2,0.24,0.0901,1.21e-06,0.119,0.414,72.529,187951,False
NO SE SI ME ENTIENDES,Prince Hakimi,0.737,0.629,-7.569,0,11,0.194,0.553,0.00298,0.175,0.485,167.986,195743,False
Ain't Foolin Me,V12,0.653,0.687,-5.992,1,11,0.358,0.000832,0.0,0.353,0.213,83.272,213812,False
Space,Solomon Bellamy,0.755,0.545,-7.503,0,5,0.0409,0.0508,0.913,0.116,0.279,126.05,87892,False
When Mercury Cries,Solomon Bellamy,0.67,0.495,-14.299,0,4,0.0598,0.814,0.933,0.0717,0.351,160.005,162227,False
The Waltz on Mars,Solomon Bellamy,0.611,0.674,-9.161,1,1,0.0546,0.156,0.712,0.108,0.301,120.064,112411,False
Eternal - Album Version (Edited),David Banner,0.837,0.735,-6.378,1,7,0.264,0.0948,0.0,0.152,0.742,149.212,185920,False
Talk To Me - Album Version (Edited),David Banner,0.79,0.972,-4.212,1,2,0.276,0.00378,0.0,0.284,0.703,155.257,229253,False
Like A Pimp (Remix) - Album Version (Edited),David Banner,0.878,0.902,-5.233,1,7,0.251,0.0126,0.0,0.234,0.806,144.101,239093,False
Crank It Up - Album Version (Edited),David Banner,0.654,0.925,-3.963,1,11,0.391,0.0857,0.0,0.681,0.767,151.847,171573,False
Pretty Pink - Album Version (Edited),David Banner,0.728,0.868,-3.557,0,9,0.11,0.0207,0.0,0.0981,0.746,169.998,300307,False
Pop That - Album Version (Edited),David Banner,0.567,0.627,-5.313,1,7,0.113,0.0356,0.0,0.214,0.458,120.775,257347,False
My Lord - Album Version (Edited),David Banner,0.765,0.823,-4.003,1,0,0.124,0.179,0.0,0.0783,0.926,147.398,259707,False
The Game - Album Version (Edited),David Banner,0.562,0.554,-5.878,0,6,0.207,0.0132,0.0,0.109,0.199,117.749,326027,False
Gots To Go - Album Version (Edited),David Banner,0.826,0.961,-3.451,1,1,0.31,0.111,0.0,0.0929,0.5,165.099,246867,False
The Christmas Song,David Banner,0.607,0.783,-4.783,1,7,0.221,0.0301,0.0,0.797,0.415,174.021,249907,False
Baptized in Dirty Water (Interlude) - Album Version (Edited),David Banner,0.642,0.0569,-20.491,1,8,0.852,0.441,0.0,0.413,0.417,160.659,93667,False
Ooh Aah - Album Version (Edited),David Banner,0.793,0.929,-3.643,0,11,0.0407,0.0244,7.95e-06,0.115,0.866,130.409,256840,False
Mamma's House - Album Version (Edited),David Banner,0.858,0.815,-4.334,0,11,0.0731,0.00671,0.00381,0.102,0.758,145.628,264440,False
So In Love - Album Version (Edited),David Banner,0.673,0.837,-3.783,0,6,0.251,0.143,0.0,0.325,0.965,120.006,183880,False
Lil' Jones - Album Version (Edited),David Banner,0.653,0.915,-5.025,1,2,0.214,0.0103,0.0,0.182,0.448,147.008,278520,False
Air Force Ones - Album Version (Edited),David Banner,0.674,0.859,-4.122,0,2,0.149,0.128,0.0,0.0658,0.795,81.965,268133,False
We Ride Them Caddies - Album Version (Edited),David Banner,0.847,0.721,-4.053,1,9,0.0376,0.0604,3.83e-06,0.0949,0.343,131.969,281787,False
The End (Interlude) - Album Version (Edited),David Banner,0.636,0.0974,-19.875,1,1,0.739,0.643,0.0,0.235,0.579,144.198,133640,False
Adicto,La Clave Con Swing,0.915,0.601,-7.351,0,2,0.042,0.301,0.0,0.0639,0.931,119.985,309133,False
Cambie de Canal,La Clave Con Swing,0.798,0.74,-7.173,0,8,0.0618,0.306,0.0,0.0417,0.907,152.007,382145,False
El Hombre No Llora,La Clave Con Swing,0.872,0.734,-7.998,0,0,0.0367,0.166,0.00177,0.134,0.961,137.054,391027,False
Entre Mis Manos,La Clave Con Swing,0.817,0.706,-7.632,1,1,0.0392,0.332,0.000201,0.162,0.947,124.03,319504,False
Lo Siento,La Clave Con Swing,0.771,0.524,-9.148,1,2,0.0614,0.504,1.64e-06,0.123,0.9,147.04,338103,False
